#separator:tab
#html:true
spot		noun	B1	Oxford_3000 British_English figurative informal saying North_American_English_also Health_problems Appearance Weather TV,_radio_and_news Feelings Danger	a small round area that has a different colour or feels different from the surface it is on | a small mark or lump on a person’s skin, sometimes with a yellow head to it | a small dirty mark on something | a particular area or place | a small feature or part of somebody/something with a particular quality | a small amount of something | a small amount of a liquid | a part of a television, radio, club or theatre show that is given to a particular person or type of entertainment | a position in a competition, event or team | a spotlight (= a light with a single, very bright beam that can be directed at a particular place or person, especially a performer on the stage)	Which has spots, the leopard or the tiger? | The baby's whole body was covered in small red spots. | His jacket was covered with spots of mud. | a quiet/secluded/lonely spot | He usually wears a hat to hide his bald spot. | He's in a spot of trouble. | I felt a few spots of rain. | a guest/solo spot | two teams battling for (the) top spot | 	a/the bright spot : a good or pleasant part of something that is unpleasant or bad in all other ways ; The win last week was the only bright spot in their last ten games. ; The birth of my son was the one bright spot in a terrible year. | glued/riveted/rooted to the spot : not able to move, for example because you are frightened or surprised ; I stood rooted to the spot with terror. | have a soft spot for somebody/something : to like somebody/something ; She's always had a soft spot for you. | hit the spot : if something hits the spot it does exactly what it should do | in a (tight) spot/corner : in a difficult situation ; She’ll always help you if you’re in a spot. | knock spots off somebody/something : to be very much better than somebody/something ; She knocks spots off all the other candidates. | a leopard cannot change its spots : people cannot change their character, especially if they have a bad character ; You didn’t really expect her to be on time, did you? A leopard can’t change its spots. | on the spot : immediately ; He answered the question on the spot. ; an on-the-spot parking fine | on the spot : at the actual place where something is happening ; An ambulance was on the spot within minutes. ; an on-the-spot report | on the spot : in one exact place, without moving in any direction ; Running on the spot is good exercise. | put somebody on the spot : to make somebody feel uncomfortable or embarrassed by asking them a difficult question ; The interviewer's questions really put him on the spot.					
spotlight		noun	C1	Oxford_5000 informal Film_and_theatre	a light with a single, very bright beam that can be directed at a particular place or person, especially a performer on the stage | the area of light that is made by a spotlight | attention from newspapers, television and the public	The room was lit by spotlights. | She stood alone on stage in the spotlight. | Unemployment is once again in the spotlight.				attention | attention | attention	[sound:cambridge_uk_spotlight.mp3]	[sound:cambridge_us_spotlight.mp3]
spouse		noun	C1	Oxford_5000	a husband or wife	Fill in your spouse’s name here.				mate	[sound:cambridge_uk_spouse.mp3]	[sound:cambridge_us_spouse.mp3]
spread		verb	B1	Oxford_3000 OPAL_spoken Health_problems Cooking_and_eating	to affect or make something affect, be known by, or be used by more and more people | to cover, or to make something cover, a larger and larger area | to cause somebody/something to be in a number of different places | to cover a large area | to put a layer of a substance onto the surface of something; to be able to be put onto a surface | to open something that has been folded so that it covers a larger area than before | to arrange objects so that they cover a large area and can be seen easily | to place the thumb and a finger of one hand on the screen of an electronic device such as a mobile phone or small computer and move them apart to make the image on the screen larger, as though it is closer | to move your arms, legs, fingers, etc. far apart from each other | to separate something into parts and divide them between different times or different people	The news had spread and was causing great excitement. | There is no evidence that the cancer has spread. | Seeds and pollen are spread by the wind. | The valley spread out beneath us. | They spread manure in both spring and autumn. | The bird spread its wings. | Papers had been spread out on the desk. | Re-size the text by using the pinch and spread gestures on the screen. | She spread her arms and the child ran towards her. | Why not pay monthly and spread the cost of your car insurance?	spread like wildfire : to become known by more and more people very quickly ; Rumours of his death spread like wildfire. ; The news spread like wildfire. | spread your net : to consider a wide range of possibilities or cover a large area, especially to try to find somebody/something ; They have spread their net far and wide in the search for a new team coach. | spread your wings : to become more independent and confident and try new activities, etc. ; Going to college gave her the chance to spread her wings. | spread the word : to tell people about something ; I'm always trying to spread the word about healthy eating. | spread yourself too thin : to try to do so many different things at the same time that you do not do any of them well ; With four markets to manage, there's a danger that's she's spreading herself too thin.					
spring		noun	A1	Oxford_3000 Time Geography	the season between winter and summer when plants begin to grow | a place where water comes naturally to the surface from under the ground | a twisted piece of wire that can be pushed, pressed or pulled but which always returns to its original shape or position afterwards | the ability of a spring to return to its original position | a cheerful, lively quality | a quick sudden jump upwards or forwards	The following spring, the three artists travelled to California. | a mountain spring | bed springs | The mattress has lost its spring. | She walked along with a spring in her step . | With a spring, the cat leapt on to the table.	full of the joys of spring : very cheerful					
spy		noun	C1	Oxford_5000 War_and_conflict Jobs	a person who tries to get secret information about another country, organization or person, especially somebody who is employed by a government or the police	He was denounced as a foreign spy.				watch secretly	[sound:cambridge_uk_spy.mp3]	[sound:cambridge_us_spy.mp3]
squad		noun	C1	Oxford_5000 Law_and_justice War_and_conflict	a section of a police force that deals with a particular type of crime | a group of players, runners, etc. from which a team is chosen for a particular game or match | a small group of soldiers working or being trained together | a group of people who have a particular task	the drugs/fraud/bomb/riot squad | the Olympic/national squad | an elite combat squad | She was captain of the cheerleading squad.				squadron | squadron | squadron | squadron	[sound:cambridge_uk_squad.mp3]	[sound:cambridge_us_squad.mp3]
square		adjective	A2	Oxford_3000 informal old-fashioned disapproving Colours_and_Shapes Maths_and_measurement Games_and_toys Personal_qualities Feelings	having four straight equal sides and four angles of 90° | forming an angle of 90° exactly or approximately | used after a number to give a measurement of area | used after a unit of measurement to say that something measures the same amount on each of four sides | used to describe something that is broad or that looks solid in shape | level with something or parallel to something | if two people are square , neither of them owes money to the other | if two teams are square , they have the same number of points | fair or honest, especially in business matters | in agreement with something | considered to be boring, for example because they are old-fashioned or work too hard at school	a square room | The book had rounded, not square, corners. | an area of 36 square metres/feet/miles/kilometres/inches | a carpet four metres square | a man of square build | tables arranged square with the wall | Here's the £10 I owe you—now we're square. | The teams were all square at half-time. | a square deal | That isn't quite square with what you said yesterday. | 	a square meal : a good meal that satisfies your hunger ; He looks as though he hasn't had a square meal for weeks. | a square peg (in a round hole) : a person who does not feel happy or comfortable in a particular situation, or who is not suitable for it					
squeeze		verb	C1	Oxford_5000 figurative informal Cooking_and_eating	to press something, especially with your fingers | to get liquid out of something by pressing or twisting it hard | to force somebody/something/yourself into or through a small space | to succeed in doing something with difficulty or by a small amount | to get something by putting pressure on somebody, threatening them, etc. | to strictly limit or reduce the amount of money that somebody/something has or can use	to squeeze a tube of toothpaste | to squeeze the juice from a lemon | We managed to squeeze six people into the car. | The candidate squeezed through to the next round by just ten votes. | He's squeezing me for £500. | High interest rates have squeezed the industry hard.	squeeze somebody dry : to get as much money, information, etc. out of somebody as you can			press | press | press | press | press | press | press	[sound:cambridge_uk_squeeze.mp3]	[sound:cambridge_us_squeeze.mp3]
stab		verb	C1	Oxford_5000 figurative Crime_and_punishment	to push a sharp, pointed object, especially a knife, into somebody, killing or injuring them | to make a short, aggressive or violent movement with a finger or pointed object	He was stabbed to death in a racist attack. | He stabbed his finger angrily at my chest.	stab somebody in the back : to do or say something that harms somebody who trusts you			jab | jab | jab	[sound:cambridge_uk_stab.mp3]	[sound:cambridge_us_stab.mp3]
stability		noun	C1	Oxford_5000 OPAL_written AWL	the quality or state of being steady and not changing or being upset in any way (= the quality of being stable)	political/economic/social stability				steadiness	[sound:cambridge_uk_stability.mp3]	[sound:cambridge_us_stability.mp3]
stabilize		verb	C1	Oxford_5000 OPAL_written AWL	to become or to make something become steady and unlikely to change; to make something stable	The patient's condition stabilized.				balance	[sound:cambridge_uk_stabilize.mp3]	[sound:cambridge_us_stabilize.mp3]
stable		adjective	B2	Oxford_3000 OPAL_written AWL specialist Money	fixed or steady; not likely to move, change or fail | calm and reasonable; not easily upset | staying in the same chemical or atomic state	The patient's condition is stable (= it is not getting worse) . | Mentally, she is not very stable. | chemically stable					[sound:cambridge_uk_stable.mp3]	[sound:cambridge_us_stable.mp3]
stadium		noun	B1	Oxford_3000 Buildings Sports:_ball_and_racket_sports	a large sports ground surrounded by rows of seats and usually other buildings	a football/sports stadium						
staff		noun	B1	Oxford_3000 British_English especially_British_English North_American_English especially_North_American_English both_especially_British_English old-fashioned_or_formal music literary Business Education Music	all the workers employed in an organization considered as a group | the people who work at a school, college or university, but who do not teach students | a group of senior army officers who help a commanding officer | a long stick used as a support when walking or climbing, as a weapon, or as a symbol of authority | a set of five lines on which music is written	medical/nursing/teaching/coaching staff | Students, faculty and staff were all men in those days. | a staff officer |  | 	the staff of life : a basic food, especially bread					
stage		noun	A2	Oxford_3000 OPAL_written old-fashioned informal Film_and_theatre	a period or state that something/somebody passes through while developing or making progress | a separate part that a process, etc. is divided into | a raised area, usually in a theatre, etc. where actors, dancers, etc. perform | the theatre and the world of acting as a form of entertainment | an area of activity where important things happen, especially in politics | a stagecoach (= a large carriage pulled by horses that was used in the past to carry passengers, and often mail, along a regular route)	I can't make a decision at this stage . | We did the first stage of the trip by train. | There were more than 50 people on stage in one scene. | The screenplay was originally written for the stage. | She was forced to the centre of the political stage. | 	set the stage for something : to make it possible for something to happen; to make something likely to happen ; Family problems in childhood can set the stage for stress in adult life. ; The thrilling semi-finals set the stage for what should be a great game.					
stair		adjective			on, of or for stairs	the stair carpet						
stake		noun	C1	Oxford_5000 informal Business Sports:_other_sports Money	money that somebody invests in a company | a part or share in a business, plan, etc. that will bring you money or other benefits if it succeeds | something that you risk losing, especially money, when you try to predict the result of a race, game, etc., or when you are involved in an activity that can succeed or fail | a wooden or metal post that is pointed at one end and pushed into the ground in order to support something, mark a particular place, etc. | a wooden post that somebody could be tied to in former times before being burnt to death (= killed by fire) as a punishment | the money that is paid to the winners in horse racing | used in the names of some horse races	a 20 per cent stake in the business | She has a personal stake in the success of the play. | How much was the stake (= how much did you bet) ? | Tall plants can be secured by tying them to stakes. | Joan of Arc was burnt at the stake . |  | 	at stake : that can be won or lost, depending on the success of a particular action ; We cannot afford to take risks when people's lives are at stake. ; The prize at stake is a place in the final. | go to the stake over/for something : to be prepared to do anything in order to defend your opinions or beliefs ; He would have gone to the stake for his belief in his daughter’s innocence. | in the… stakes : used to say how much of a particular quality a person has, as if they were in a competition in which some people are more successful than others ; John doesn't do too well in the personality stakes. ; She was determined to win in the fashion stakes. | pull up stakes : to suddenly move from your house and go to live somewhere else ; He pulled up stakes and went back to France.			| | share | money risked | post	[sound:cambridge_uk_stake.mp3]	[sound:cambridge_us_stake.mp3]
stall		noun	B2	Oxford_5000 especially_North_American_English both_British_English North_American_English Shopping Farming Film_and_theatre	a table or small shop with an open front that people sell things from, especially at a market | a section inside a farm building that is large enough for one animal to be kept in | a small area in a room, surrounded by glass, walls, etc., that contains a shower or toilet | the seats that are nearest to the stage in a theatre | the seats at the front of a church where the choir (= singers) and priests sit | a situation in which a vehicle’s engine suddenly stops because it is not getting enough power | a situation in which an aircraft loses speed and goes steeply downwards	He works on a market stall in the Square. | We had to muck out stalls and groom the horses. | a bathroom stall | the front row of the stalls |  |  | The plane went into a stall.				stand | booth | booth | stop | booth | stand | stand	[sound:cambridge_uk_stall.mp3]	[sound:cambridge_us_stall.mp3]
stamp		noun	A2	Oxford_3000 formal figurative	a small piece of paper with a design on it that you buy and stick on an envelope or a package before you post it | a tool for printing the date or a design or mark onto a surface | a design or words made by stamping something onto a surface | a small piece of paper with a design on it, stuck on a document to show that a particular amount of money has been paid | the mark or sign of a particular quality or person | a kind or class, especially of people | an act or sound of stamping the foot	a 67p stamp | a date stamp | The passports, with the visa stamps, were waiting at the embassy. | a TV licence stamp | All his work bears the stamp of authority. | men of a different stamp | The stamp of hoofs alerted Isabel.						
stance		noun	B2	Oxford_5000	the opinions that somebody has about something and expresses publicly | the way in which somebody stands, especially when playing a sport	What is the newspaper's stance on the war? | Widen your stance (= move your feet wider apart) for greater stability when hitting the ball.				position | position	[sound:cambridge_uk_stance.mp3]	[sound:cambridge_us_stance.mp3]
stand		verb	A1	Oxford_3000 especially_British_English North_American_English_usually Politics	to be on your feet; to be in a vertical position | to get up onto your feet from another position | to put something/somebody in a vertical position somewhere | used especially in negative sentences and questions to emphasize that you do not like somebody/something | used especially with can/could or will to say that somebody/something can survive something or can tolerate something without being hurt or damaged | to be in a particular place | to be in a particular condition or situation | to be a candidate in an election | to be a particular height | to be at a particular level, amount, height, etc. | to be in a particular place, especially while waiting to go somewhere | to remain still, without moving or being moved | if an offer, a decision, etc. made earlier stands , it is still available or relevant or still exists | to be in a situation where you are likely to do something | to have a particular attitude or opinion about something or towards somebody | to buy a drink or meal for somebody	She was too weak to stand. | Everyone stood when the president came in. | Stand the ladder up against the wall. | I can't stand his brother. | His heart won't stand the strain much longer. | The castle stands on the site of an ancient battlefield. | The house stood empty for a long time. | He stood for election in Colchester. | The tower stands 30 metres high. | Interest rates stand at 3 per cent. | The train standing at platform 3 is for London, Victoria. | Mix the batter and let it stand for twenty minutes. | My offer still stands. | You stand to make a lot from this deal. | Where do you stand on private education? | He stood drinks all round.						
standard		noun	B1	Oxford_3000 OPAL_written Music	a level of quality, especially one that people think is acceptable | a level of quality that is normal or acceptable for a particular person or in a particular situation | a level of behaviour that somebody considers to be morally acceptable | a unit of measurement that is officially used; an official rule used when producing something | a flag that is used during official ceremonies, especially one connected with a particular military group | a song that has been recorded by many different singers	There has been a fall in living standards. | You'd better lower your standards if you want to find somewhere cheap to live. | a man of high moral standards | a reduction in the weight standard of silver coins | the royal standard | 						
standing		adjective	C1	Oxford_5000 British_English	done from a position in which you are standing rather than sitting or running | existing or arranged permanently, not formed or made for a particular situation	a standing jump/start | a standing army	from a standing start : from an initial position in which none of the necessary elements are in place ; The space project went from a standing start to the moon in ten years.			rank |	[sound:cambridge_uk_standing.mp3]	[sound:cambridge_us_standing.mp3]
star		noun	A1	Oxford_3000 informal Space Colours_and_Shapes Holidays TV,_radio_and_news Film_and_theatre Success	a large ball of burning gas in space that we see as a point of light in the sky at night | an object, a decoration, a mark, etc., usually with five or six points, whose shape represents a star | a mark that represents a star and tells you how good something is, especially a hotel or restaurant | a famous and excellent singer, performer, sports player, etc. | a person who has the main part, or one of the main parts, in a film, play, etc. | a person or thing that is the best of a group | used to show that you feel very grateful for something that somebody has done or that you think they are wonderful | a description of what somebody thinks is going to happen to somebody in the future, based on the position of the stars and planets when they were born	There was a big moon and hundreds of stars were shining overhead. | a horse with a white star on its forehead | three-/four-/five-star hotels | pop/rock/Hollywood/TV stars | The star of the show was a young Italian singer. | a star student | Thanks! You're a star! | Do you read your stars in the paper?	reach for the stars : to try to be successful at something that is difficult | see stars : to see flashes of light in front of your eyes, usually because you have been hit on the head | stars in your eyes : if somebody has stars in their eyes , they have dreams of becoming famous, especially as an actor, singer, etc. | thank your lucky stars : to feel very grateful and lucky about something ; Just thank your lucky stars you weren’t in the house at the time.					
stare		verb	B2	Oxford_3000	to look at somebody/something for a long time	I screamed and everyone stared.	be staring somebody in the face : used to describe something that you have failed to see, even though it was obvious and should have been easy to see ; The answer was staring us in the face but we never saw it until it was too late. | be staring somebody in the face : to be certain to happen ; Defeat was staring them in the face. | be staring something in the face : to be unable to avoid something ; They were staring defeat in the face.					
stark		adjective	C1	Oxford_5000	unpleasant; real, and impossible to avoid | very different from something in a way that is easy to see | looking severe and without any colour or decoration | complete and total	The author paints a stark picture of life in a prison camp. | stark differences | I think white would be too stark for the bedroom. | The children watched in stark terror.				bleak |	[sound:cambridge_uk_stark.mp3]	[sound:cambridge_us_stark.mp3]
start		verb	A1	Oxford_3000 British_English especially_North_American_English informal Feelings	to begin doing or using something | to begin happening; to make something begin happening | when you start a machine or a vehicle or it starts , it begins to operate | to begin to exist; to make something begin to exist | to begin from a particular place, amount or situation; to begin in a particular way | to begin, or to begin something such as a career, in a particular way that changed later | to begin a journey; to leave | to begin to move in a particular direction | to move suddenly and quickly because you are surprised or afraid	I start work at nine. | Work is due to start this weekend. | Start the engines! | The company started in 1894 in Pennsylvania. | The trail starts just outside the town. | She started as a secretary but ended up running the department. | What time are we starting tomorrow? | I started after her (= began to follow her) to tell her the news. | The sudden noise made her start.	don’t start | don't you start : used to tell somebody not to complain or be critical ; Don't start! I told you I'd be late. ; Don't you start! It's hard enough managing the kids, without you complaining too. | get/set/start/keep the ball rolling : to make something start happening; to make sure that something continues to happen | get/start off on the right/wrong foot (with somebody) : to start a relationship well/badly ; I seem to have got off on the wrong foot with the new boss. | get started : to begin doing something ; It's nearly ten o'clock. Let's get started. ; It's already late, so I think we should get started. | start/get off on the right/wrong foot (with somebody) : to start a relationship well/badly ; I seem to have started off on the wrong foot with the new boss. | start something : to cause trouble | to start with : used when you are giving the first and most important reason for something ; To start with, it’s much too expensive… | to start with : at the beginning ; The club had only six members to start with. ; I'll have melon to start with. ; She wasn't keen on the idea to start with. | you, he, she, etc. started it : used to blame somebody for beginning a fight or an argument ; ‘Stop fighting, you two!’ ‘He started it!’					
starve		verb	B2	Oxford_5000 informal Social_issues Feelings Cooking_and_eating	to suffer or die because you do not have enough food to eat; to make somebody suffer or die in this way | not having something that you need	The animals were left to starve to death . | supply-starved rebels	be starving (for something) : to feel very hungry ; When's the food coming? I'm starving!			perish from hunger | perish from hunger | perish from hunger	[sound:cambridge_uk_starve.mp3]	[sound:cambridge_us_starve.mp3]
state		noun	A2	Oxford_3000 OPAL_written British_English North_American_English informal especially_British_English Politics	a country considered as an organized political community controlled by one government | an organized political community forming part of a country | the government of a country | the mental, emotional or physical condition that a person or thing is in | the formal ceremonies connected with high levels of government or with kings and queens | the United States of America	the Baltic States | the states of Victoria and Western Australia | matters/affairs of state | a confused mental state | The president was driven in state through the streets. | I've never been to the States.	be in/get into a state : to be/become excited or anxious ; She was in a real state about her exams. ; He made a mistake and got into a terrible state about it. ; Jane was in a terrible state after losing her job. | be in/get into a state : to be dirty or untidy ; What a state this place is in! ; How did the carpet get into that state? | in a state of grace : (in the Roman Catholic Church) having been forgiven by God for the wrong or evil things you have done ; He died in a state of grace. | a state of affairs : a situation ; This state of affairs can no longer be ignored. | the state of play : the stage that has been reached in a process, etc. which has not yet been completed ; What is the current state of play in the peace talks? | the state of play : the score in a sports match, especially in cricket					
statement		noun	A1	Oxford_3000 OPAL_written formal Law_and_justice Money	something that you say or write that gives information or an opinion | a formal or official account of facts or opinions | a printed record of money paid, received, etc. | a clear expression of an opinion or attitude that you make through your actions or appearance | (in England and Wales) an official report on a child’s special needs made by a local education authority | the act of stating or expressing something in words	Are the following statements true or false? | a joint/a written/an official statement | The directors are responsible for preparing the company's financial statements. | They decided to make a political statement by refusing to vote. | a statement of special educational needs | When writing instructions, clarity of statement is the most important thing.						
station		noun	A1	Oxford_3000 British_English_also British_English North_American_English old-fashioned_or_formal informal Transport_by_bus_and_train Buildings Law_and_justice TV,_radio_and_news Farming War_and_conflict	a place where trains stop so that passengers can get on and off; the buildings connected with this | a place where buses stop; the buildings connected with this | a place or building where a service is organized and provided or a special type of work is done | a radio or television company and the programmes it broadcasts | your social position | a place where somebody has to wait and watch or be ready to do work if needed | a large sheep or cattle farm in Australia or New Zealand | a small base for the army or navy ; the people living in it	the main station | We waited for him at the bus station . | Report the theft at the nearest police station . | a local radio/television/TV station | She was definitely getting ideas above her station. | You are not to leave your station without permission. |  | a naval station	panic stations : a situation in which people feel very anxious and there is a lot of confused activity, especially because there is a lot to do in a short period of time ; It was panic stations when the deadline was brought forward by a week.					
statistic		noun	B1	Oxford_3000 OPAL_written AWL informal Maths_and_measurement Scientific_research	a collection of information shown in numbers | the science of collecting and analysing statistics | a piece of information shown in numbers	Analysis of crime statistics showed high levels of violent crime within the area. | There is a compulsory course in statistics. | An important statistic is that 94 per cent of crime relates to property.						
statistical		adjective	C1	Oxford_5000 OPAL_written AWL	connected with or based on statistics	statistical analysis				numeric	[sound:cambridge_uk_statistical.mp3]	[sound:cambridge_us_statistical.mp3]
statue		noun	B1	Oxford_3000 US_English especially_British_English North_American_English_usually British_English North_American_English Art	a figure of a person or an animal in stone, metal, etc., usually the same size as in real life or larger	a bronze/marble statue						
status		noun	B2	Oxford_3000 OPAL_written AWL People_in_society	the legal position of a person, group or country | the social or professional position of somebody/something in relation to others | high rank or social position | the level of importance that is given to something | the situation at a particular time during a process	They were granted refugee status . | She achieved celebrity status overnight. | The job brings with it status and a high income. | This reflects the high status accorded to science in our culture. | What is the current status of our application for funds?					[sound:cambridge_uk_status.mp3]	[sound:cambridge_us_status.mp3]
stay		verb	A1	Oxford_3000 North_American_English_also especially_North_American_English informal old-fashioned_or_literary especially_British_English Holidays	to continue to be in a particular place for a period of time without moving away | to live in a place temporarily as a guest or visitor | to continue to be in a particular state or situation	Stay there and don't move! | My sister's coming to stay next week. | I can't stay awake any longer.	be here to stay | have come to stay : to now be accepted or used by most people and therefore a permanent part of our lives ; It looks like televised trials are here to stay. | hang/stay loose : to remain calm; to not worry ; It's OK—hang loose and stay cool. | (get/keep/stay) in shape : (to get/stay) in good physical condition ; You don't have to spend a fortune on gym membership to get in shape. ; I like to stay in shape. | keep/stay/steer clear (of somebody/something) : to avoid a person or thing because they may cause problems ; Steer clear of the centre of town at this time of the evening. | stay! : used to tell a dog not to move | stay/steer/keep clear (of somebody/something) : to avoid a person or thing because they may cause problems ; Stay clear of the centre of town at this time of the evening. | stay the course : to continue doing something until it has finished or been completed, even though it is difficult ; Very few of the trainees have stayed the course. ; He insists that he will not quit but will stay the course. | stay your hand : to stop yourself from doing something; to prevent you from doing something ; It was prudence, not logic, that stayed his hand. | stay/hang loose : to remain calm; to not worry ; It's OK—stay loose and just enjoy yourselves. | stay the night : to sleep at somebody’s house for one night ; You can always stay the night at our house. ; She stayed the night at Kathryn's. | stay put : if somebody/something stays put , they continue to be in the place where they are or where they have been put ; He chose to stay put while the rest of us toured the area.					
steadily		adverb	B2	Oxford_5000	gradually and in an even and regular way | without changing or being interrupted	The company's exports have been increasing steadily. | He looked at her steadily.				slowly | slowly	[sound:cambridge_uk_steadily.mp3]	[sound:cambridge_us_steadily.mp3]
steady		adjective	B2	Oxford_3000 Money Jobs	developing, growing, etc. gradually and in an even and regular way | not changing and not interrupted | fixed in a place or position, supported or balanced; controlled and not shaking or likely to fall down | sensible; who can be relied on	We've had five years of steady economic growth . | His breathing was steady. | He held the boat steady as she got in. | 	ready, steady, go! : what you say to tell people to start a race | (as) steady as a rock : extremely steady and calm; that you can rely on			constant | constant | constant | constant | constant | constant	[sound:cambridge_uk_steady.mp3]	[sound:cambridge_us_steady.mp3]
steal		verb	A2	Oxford_3000 figurative British_English North_American_English especially_British_English especially_North_American_English literary Crime_and_punishment Sports:_ball_and_racket_sports Feelings Success	to take something from a person, shop, etc. without permission and without intending to return it or pay for it | to move secretly and quietly so that other people do not notice you | to run to the next base before another player from your team hits the ball, so that you are closer to scoring	I'll report you to the police if I catch you stealing again. | She stole out of the room so as not to wake the baby. | He tried to steal second base but was out.	steal a glance/look (at somebody/something) : to look at somebody/something quickly so that nobody sees you doing it | steal somebody’s heart : to make somebody fall in love with you | steal a kiss (from somebody) : to kiss somebody suddenly or secretly | steal a march (on somebody) : to gain an advantage over somebody by doing something before them ; The company is looking at ways to steal a march on its European competitors. | steal the show : to attract more attention and praise than other people in a particular situation ; As always, the children stole the show. ; British bands stole the show at this year’s awards. | steal somebody’s thunder : to get the attention, success, etc. that somebody else was expecting, usually by saying or doing what they had intended to say or do					
steam		noun	B2	Oxford_5000 informal	the hot gas that water changes into when it boils | the power that is produced from steam under pressure, used to operate engines, machines, etc. | very small drops of water that form in the air or on cold surfaces when warm air suddenly cools	Steam rose from the boiling kettle. | the introduction of steam in the 18th century | She wiped the steam from her glasses.	blow/let off steam : to get rid of your energy, anger or strong emotions by doing something active or noisy ; I went for a long walk to let off steam. ; I like blowing off steam and I like saying things that shock people. | full speed/steam ahead | (at) full steam : with as much speed or energy as possible ; Business picked up at the beginning of the year and now it is full steam ahead. ; The team is working full steam on the next release. ; All of the major players are operating at full steam. | get, etc. somewhere under your own steam : to go somewhere without help from other people ; I’ll get to the party under my own steam. | get up/pick up steam : to become gradually more powerful, active, etc. ; His election campaign is beginning to get up steam. | get up/pick up steam : to increase speed gradually | head of steam : the pressure produced by steam in a small space ; The old engine still manages to build up a good head of steam. | head of steam : a situation in which somebody/something becomes gradually more active or successful ; This campaign has been steadily building up a head of steam . ; United have recently gathered a head of steam in the title race. | run out of steam : to lose energy and enthusiasm and stop doing something, or do it less well			go | go | go | go | go | go | go | go | go | go | go	[sound:cambridge_uk_steam.mp3]	[sound:cambridge_us_steam.mp3]
steel		noun	B2	Oxford_3000 old_use_or_literary Physics_and_chemistry	a strong, hard metal that is made of a mixture of iron and carbon | the industry that produces steel | a long, thin, straight piece of steel with a rough surface, used for rubbing knives on to make them sharp | weapons that are used for fighting	the iron and steel industry | Steel used to be important in South Wales. |  | the clash of steel	of steel : having a quality like steel, especially a strong, cold or hard quality ; She felt a hand of steel (= a strong, firm hand) on her arm. ; You need a cool head and nerves of steel (= great courage) . ; There was a hint of steel in his voice (= he sounded cold and firm) .					
steep		adjective	B2	Oxford_3000 informal Geography	rising or falling quickly, not gradually | sudden and very big | too much; unreasonable	a steep hill/slope | a steep decline in the birth rate | £4 for a cup of coffee seems a little steep to me.						
steer		verb	C1	Oxford_5000 figurative Transport_by_water Transport_by_car_or_lorry Sports:_water_sports	to control the direction in which a boat, car, etc. moves | to move in a particular direction | to take control of a situation and influence the way in which it develops	He steered the boat into the harbour. | The ship steered a course between the islands. | He managed to steer the conversation away from his divorce.	keep/stay/steer clear (of somebody/something) : to avoid a person or thing because they may cause problems ; Steer clear of the centre of town at this time of the evening.			sail | sail | sail | sail	[sound:cambridge_uk_steer.mp3]	[sound:cambridge_us_steer.mp3]
stem		noun	C1	Oxford_5000 grammar Plants_and_trees	the main long, thin part of a plant above the ground from which the leaves or flowers grow; a smaller part that grows from this and supports flowers or leaves | the long, thin part of a wine glass between the bowl and the base | the thin tube of a tobacco pipe | having one or more stems of the type mentioned | the main part of a word that stays the same when endings are added to it	long, trailing stems of ivy |  |  | a long-stemmed rose | ‘Writ’ is the stem of the forms ‘writes’, ‘writing’ and ‘written’.	from stem to stern : all the way from the front of a ship to the back			|	[sound:cambridge_uk_stem.mp3]	[sound:cambridge_us_stem.mp3]
step		noun	A2	Oxford_3000 figurative British_English North_American_English saying Houses_and_homes Health_and_Fitness Success	one of a series of things that you do in order to achieve something | one of a series of things that somebody does or that happen, which forms part of a process | the act of lifting your foot and putting it down in order to walk or move somewhere; the sound this makes | the distance that you cover when you take a step | a surface that you put your foot on in order to walk to a higher or lower level, especially one of a series | a series of movements that you make with your feet and which form a dance | the way that somebody walks | a type of exercise that you do by stepping on and off a raised piece of equipment | a stepladder | the interval between two notes that are next to each other in a scale	We are taking steps to prevent pollution. | Having completed the first stage, you can move on to step 2. | a baby’s first steps | It's only a few steps further. | She was sitting on the bottom step of the staircase. | Do you know the steps of this dance? | He walked with a quick light step. | step aerobics | a pair of steps | 	break step : to change the way you are walking so that you do not walk in the same rhythm as the people you are walking or marching with ; The soldiers turned without once breaking step. | fall into step (beside/with somebody) : to change the way you are walking so that you start walking in the same rhythm as the person you are walking with ; He caught her up and fell into step beside her. | in/out of step (with somebody/something) : putting your feet on the ground in the right/wrong way, according to the rhythm of the music or the people you are moving with ; He was out of step with the music. ; She had trouble keeping in step with the others. | in/out of step (with somebody/something) : having ideas that are the same as or different from other people’s ; She was out of step with her colleagues. | mind/watch your step : to walk carefully | mind/watch your step : to behave in a careful and sensible way ; You’d better watch your step with him if you don’t want trouble. | one step forward, two steps back : used to say that every time you make progress, something bad happens that means that the situation is worse than before | a/one step ahead (of somebody/something) : when you are one step ahead of somebody/something, you manage to avoid them or to achieve something more quickly than they do ; She's always one step ahead of the competition. | a/one step at a time : when you do something one step at a time you do it slowly and gradually					
stereotype		noun	C1	Oxford_5000	a fixed idea or image that many people have of a particular type of person or thing, but which is often not true in reality and may cause hurt and offence	cultural/gender/racial stereotypes				conventional image	[sound:cambridge_uk_stereotype.mp3]	[sound:cambridge_us_stereotype.mp3]
